-0.01,0
0,0
0,0
0,0
0.01,0
0.01,0
0.01,0
0.02,-0.001
0.026,-0.002
0.026,-0.002
0.034,-0.008
0.036,-0.014
0.036,-0.014
0.037,-0.035
0.037,-0.036
0.037,-0.036
0.037,-0.037
0.037,-0.037
0.036,-0.038
0.036,-0.038
0.035,-0.038
0.035,-0.038
0.035,-0.038
0.017,-0.045
0.016,-0.045
0.015,-0.046
0.015,-0.046
0.014,-0.047
0.013,-0.048
0.013,-0.049
0.012,-0.049
0.012,-0.049
0.012,-0.05
0.012,-0.05
0.012,-0.051
0.012,-0.051
0.012,-0.052
0.012,-0.052
0.012,-0.052
0.01,-0.06
0.009,-0.07
0.008,-0.08
0.008,-0.08
0.008,-0.112
0.009,-0.12
0.01,-0.13
0.012,-0.139
0.012,-0.139
0.012,-0.14
0.012,-0.14
0.012,-0.141
0.012,-0.141
0.012,-0.142
0.012,-0.142
0.012,-0.142
0.012,-0.142
0.013,-0.143
0.013,-0.144
0.014,-0.145
0.015,-0.146
0.016,-0.146
0.017,-0.147
0.017,-0.147
0.045,-0.157
0.046,-0.157
0.056,-0.159
0.056,-0.159
0.071,-0.16
0.072,-0.16
0.072,-0.16
0.073,-0.161
0.073,-0.161
0.074,-0.161
0.074,-0.162
0.074,-0.162
0.075,-0.162
0.075,-0.163
0.075,-0.163
0.075,-0.164
0.075,-0.164
0.075,-0.164
0.075,-0.17
0.075,-0.171
0.075,-0.171
0.075,-0.171
0.074,-0.172
0.074,-0.172
0.073,-0.172
0.073,-0.172
0.073,-0.172
0,-0.172
-0.073,-0.172
-0.074,-0.172
-0.074,-0.172
-0.074,-0.172
-0.075,-0.171
-0.075,-0.171
-0.075,-0.17
-0.075,-0.17
-0.075,-0.17
-0.075,-0.164
-0.075,-0.164
-0.075,-0.163
-0.075,-0.163
-0.075,-0.162
-0.074,-0.162
-0.074,-0.162
-0.074,-0.161
-0.073,-0.161
-0.073,-0.161
-0.072,-0.16
-0.072,-0.16
-0.071,-0.16
-0.071,-0.16
-0.056,-0.159
-0.055,-0.159
-0.045,-0.157
-0.045,-0.157
-0.017,-0.147
-0.016,-0.146
-0.015,-0.146
-0.015,-0.145
-0.014,-0.145
-0.013,-0.144
-0.013,-0.143
-0.012,-0.142
-0.012,-0.142
-0.012,-0.142
-0.012,-0.141
-0.012,-0.141
-0.012,-0.14
-0.012,-0.14
-0.012,-0.139
-0.012,-0.139
-0.01,-0.132
-0.009,-0.122
-0.008,-0.112
-0.008,-0.112
-0.008,-0.08
-0.009,-0.072
-0.01,-0.062
-0.012,-0.052
-0.012,-0.052
-0.012,-0.052
-0.012,-0.051
-0.012,-0.051
-0.012,-0.05
-0.012,-0.05
-0.012,-0.049
-0.012,-0.049
-0.012,-0.049
-0.013,-0.048
-0.013,-0.047
-0.014,-0.047
-0.015,-0.046
-0.016,-0.045
-0.017,-0.045
-0.017,-0.045
-0.035,-0.038
-0.036,-0.038
-0.036,-0.038
-0.036,-0.037
-0.037,-0.037
-0.037,-0.037
-0.037,-0.036
-0.037,-0.036
-0.037,-0.035
-0.037,-0.035
-0.036,-0.014
-0.032,-0.005
-0.026,-0.002
-0.026,-0.002
-0.016,-0.001
-0.01,0
-0.01,0
