-0.204,0.765
-0.204,0.685
-0.204,0.685
-0.144,0.631
-0.144,0.631
-0.07,0.631
-0.07,0.631
-0.07,0.66
-0.07,0.66
-0.133,0.66
-0.133,0.66
-0.175,0.698
-0.175,0.698
-0.175,0.736
-0.175,0.736
0.171,0.736
0.171,0.736
0.171,0.698
0.171,0.698
0.129,0.66
0.129,0.66
0.066,0.66
0.066,0.66
0.066,0.631
0.066,0.631
0.14,0.631
0.346,2.127
0.459,2.127
0.459,2.127
0.459,2.034
0.459,2.034
0.346,2.034
-0.461,2.127
-0.574,2.127
-0.574,2.127
-0.574,2.034
-0.574,2.034
-0.461,2.034
0.346,2.508
0.459,2.508
0.459,2.508
0.459,2.414
0.459,2.414
0.346,2.414
-0.461,2.508
-0.574,2.508
-0.574,2.508
-0.574,2.414
-0.574,2.414
-0.461,2.414
0.459,2.828
0.346,2.828
-0.574,2.828
-0.461,2.828
-1.4,3.436
-1.4,2.771
1.263,3.436
1.263,2.771
1.131,3.487
1.131,2.497
-1.268,3.487
-1.268,2.497
-0.461,1.321
-0.461,3.432
0.346,3.432
0.346,1.321
-0.605,3.362
-0.605,2.621
-1.204,2.621
-1.204,3.312
-0.668,3.335
-0.668,2.65
-1.141,2.65
-1.141,3.281
0.49,3.362
0.49,2.621
1.089,2.554
1.089,3.312
0.553,3.335
0.553,2.65
1.026,2.65
1.026,3.281
-0.295,2.811
-0.295,3.265
0.178,3.265
0.178,2.81
-0.461,2.851
-0.066,2.656
-0.049,2.656
0.346,2.851
-0.461,2.893
-0.058,2.694
-0.058,2.694
0.346,2.893
0.459,2.922
0.459,2.828
-0.574,2.922
-0.574,2.828
0.75,-0.005
0.695,-0.005
-0.75,-0.005
-0.695,-0.005
0.75,1.011
0.75,-0.005
0.695,-0.005
0.695,1.011
-0.836,0.953
-0.836,0.05
-0.836,0.05
-0.75,0.05
-0.75,1.011
-0.75,-0.005
-0.695,-0.005
-0.695,1.011
0.971,3.56
0.719,3.626
0.719,3.626
0.462,3.674
0.462,3.674
0.203,3.703
0.203,3.703
-0.058,3.712
-0.058,3.712
-0.318,3.703
-0.318,3.703
-0.577,3.674
-0.577,3.674
-0.834,3.626
-0.834,3.626
-1.086,3.56
-0.605,3.362
-0.616,3.397
-0.616,3.397
-0.643,3.422
-0.643,3.422
-0.68,3.428
-0.668,3.335
-0.673,3.353
-0.673,3.353
-0.688,3.366
-0.688,3.366
-0.706,3.368
0.565,3.428
0.528,3.422
0.528,3.422
0.501,3.397
0.501,3.397
0.49,3.362
0.591,3.368
0.573,3.366
0.573,3.366
0.558,3.353
0.558,3.353
0.553,3.335
-0.394,3.499
-0.428,3.49
-0.428,3.49
-0.452,3.465
-0.452,3.465
-0.461,3.432
0.346,3.432
0.337,3.465
0.337,3.465
0.313,3.49
0.313,3.49
0.279,3.499
1.263,3.436
1.198,3.546
1.198,3.546
1.123,3.65
1.123,3.65
1.04,3.747
1.04,3.747
0.95,3.837
0.95,3.837
0.852,3.918
0.852,3.918
0.747,3.992
0.747,3.992
0.637,4.056
0.637,4.056
0.521,4.11
0.521,4.11
0.402,4.155
-0.538,4.155
-0.658,4.11
-0.658,4.11
-0.773,4.056
-0.773,4.056
-0.884,3.992
-0.884,3.992
-0.988,3.918
-0.988,3.918
-1.087,3.837
-1.087,3.837
-1.177,3.747
-1.177,3.747
-1.26,3.65
-1.26,3.65
-1.335,3.546
-1.335,3.546
-1.4,3.436
-0.29,3.361
-0.324,3.352
-0.324,3.352
-0.349,3.327
-0.349,3.327
-0.358,3.294
0.241,3.294
0.239,3.311
0.239,3.311
0.232,3.327
0.232,3.327
0.221,3.341
0.221,3.341
0.207,3.352
0.207,3.352
0.191,3.359
0.191,3.359
0.174,3.361
-0.261,3.298
-0.278,3.294
-0.278,3.294
-0.29,3.282
-0.29,3.282
-0.295,3.265
0.178,3.265
0.174,3.282
0.174,3.282
0.162,3.294
0.162,3.294
0.145,3.298
1.131,3.487
1.078,3.513
1.078,3.513
1.025,3.538
1.025,3.538
0.971,3.56
-1.086,3.56
-1.133,3.546
-1.133,3.546
-1.179,3.53
-1.179,3.53
-1.224,3.51
-1.224,3.51
-1.268,3.487
-0.066,2.242
-0.06,2.241
-0.06,2.241
-0.055,2.241
-0.055,2.241
-0.049,2.242
-0.066,1.862
-0.06,1.86
-0.06,1.86
-0.055,1.86
-0.055,1.86
-0.049,1.862
-0.066,2.656
-0.06,2.655
-0.06,2.655
-0.055,2.655
-0.055,2.655
-0.049,2.656
0.156,0.765
0.165,0.776
0.165,0.776
0.173,0.789
0.173,0.789
0.18,0.802
0.18,0.802
0.186,0.815
0.186,0.815
0.191,0.829
0.191,0.829
0.194,0.843
0.194,0.843
0.197,0.858
0.197,0.858
0.199,0.873
0.199,0.873
0.199,0.887
0.199,0.887
0.199,0.902
0.199,0.902
0.197,0.917
0.197,0.917
0.194,0.931
0.194,0.931
0.191,0.945
0.191,0.945
0.186,0.959
0.186,0.959
0.18,0.973
0.18,0.973
0.173,0.986
0.173,0.986
0.165,0.998
0.165,0.998
0.156,1.01
-0.16,1.01
-0.187,0.965
-0.187,0.965
-0.202,0.914
-0.202,0.914
-0.202,0.861
-0.202,0.861
-0.187,0.81
-0.187,0.81
-0.16,0.765
-0.358,2.621
-0.349,2.587
-0.349,2.587
-0.324,2.563
-0.324,2.563
-0.29,2.554
0.174,2.554
0.207,2.563
0.207,2.563
0.232,2.587
0.232,2.587
0.241,2.621
-0.673,2.554
-0.639,2.563
-0.639,2.563
-0.614,2.587
-0.614,2.587
-0.605,2.621
-1.204,2.621
-1.195,2.587
-1.195,2.587
-1.17,2.563
-1.17,2.563
-1.137,2.554
-0.702,2.616
-0.685,2.621
-0.685,2.621
-0.673,2.633
-0.673,2.633
-0.668,2.65
-1.141,2.65
-1.137,2.633
-1.137,2.633
-1.125,2.621
-1.125,2.621
-1.108,2.616
0.49,2.621
0.499,2.587
0.499,2.587
0.524,2.563
0.524,2.563
0.558,2.554
0.553,2.65
0.558,2.633
0.558,2.633
0.57,2.621
0.57,2.621
0.587,2.616
0.993,2.616
1.01,2.621
1.01,2.621
1.022,2.633
1.022,2.633
1.026,2.65
-0.295,2.65
-0.29,2.633
-0.29,2.633
-0.278,2.621
-0.278,2.621
-0.261,2.616
0.145,2.616
0.162,2.621
0.162,2.621
0.174,2.633
0.174,2.633
0.178,2.65
-1.436,1.443
-1.432,1.427
-1.432,1.427
-1.42,1.414
-1.42,1.414
-1.403,1.41
-0.779,1.41
-0.762,1.414
-0.762,1.414
-0.75,1.427
-0.75,1.427
-0.745,1.443
-0.745,1.532
-0.75,1.549
-0.75,1.549
-0.762,1.561
-0.762,1.561
-0.779,1.566
-1.3,1.599
-1.295,1.582
-1.295,1.582
-1.283,1.57
-1.283,1.57
-1.266,1.566
-1.266,2.341
-1.283,2.337
-1.283,2.337
-1.295,2.324
-1.295,2.324
-1.3,2.308
-0.779,2.341
-0.762,2.346
-0.762,2.346
-0.75,2.358
-0.75,2.358
-0.745,2.375
-0.745,2.464
-0.75,2.48
-0.75,2.48
-0.762,2.493
-0.762,2.493
-0.779,2.497
-1.3,2.531
-1.295,2.514
-1.295,2.514
-1.283,2.502
-1.283,2.502
-1.266,2.497
-1.3,2.738
-1.304,2.755
-1.304,2.755
-1.316,2.767
-1.316,2.767
-1.333,2.771
-1.403,2.771
-1.42,2.767
-1.42,2.767
-1.432,2.755
-1.432,2.755
-1.436,2.738
-1.436,1.443
-1.432,1.427
-1.432,1.427
-1.42,1.414
-1.42,1.414
-1.403,1.41
1.288,1.41
1.305,1.414
1.305,1.414
1.317,1.427
1.317,1.427
1.321,1.443
0.63,1.443
0.635,1.427
0.635,1.427
0.647,1.414
0.647,1.414
0.664,1.41
0.664,1.566
0.647,1.561
0.647,1.561
0.635,1.549
0.635,1.549
0.63,1.532
1.151,1.566
1.168,1.57
1.168,1.57
1.18,1.582
1.18,1.582
1.185,1.599
1.185,2.308
1.18,2.324
1.18,2.324
1.168,2.337
1.168,2.337
1.151,2.341
0.63,2.375
0.635,2.358
0.635,2.358
0.647,2.346
0.647,2.346
0.664,2.341
0.664,2.497
0.647,2.493
0.647,2.493
0.635,2.48
0.635,2.48
0.63,2.464
1.151,2.497
1.168,2.502
1.168,2.502
1.18,2.514
1.18,2.514
1.185,2.531
1.218,2.771
1.201,2.767
1.201,2.767
1.189,2.755
1.189,2.755
1.185,2.738
1.321,2.738
1.317,2.755
1.317,2.755
1.305,2.767
1.305,2.767
1.288,2.771
1.288,1.41
1.305,1.414
1.305,1.414
1.317,1.427
1.317,1.427
1.321,1.443
